username,review,rating,tahun,aplikasi
Samsul Maarif,bca mobile makin terupdate makin bobrok sistemnya..pembayàran jadi lambat ga jelas biar bisa ga antri malah ini bikin kesel..IT Mana ini yg d pake BCA..sangat ga membantu,1,2025,bca
Nur Muhammad Farisky,udah ga bagus skrng aplikasi ini lemot banget mau ngapa ngapain,1,2025,bca
hiroshi bike,bank besar tapi aplikasinya koplok lemot,1,2025,bca
Mustofa safiy,sering gangguan,2,2025,bca
gers roses,buruk,2,2025,bca
Amalia Zain,"setelah update jadi lola banget, padahal lampu indikator nya udah ijo",2,2025,bca
Noor Abidah,"kenapa sblm jam 00:00 BCA sulit bgt buat ambil cashless....kalau butuh atau urgent kan jadi susah 😡😡,tolong perbaiki lagi sistemnya",1,2025,bca
mpik 5579,"kecewa,pembaruan apk malah tambah lelet, bca ngga kaya bulan lalu,kecewa sama apk bca,lelet parah",1,2025,bca
FENDY 1927,lemot aplikasinya,1,2025,bca
Wahyu Frawira,saldo udah di sedot tapi tidak masuk pas top up dana udah brp kali gek gini,1,2025,bca
Rio Febrian,perbaiki sistemnya..,1,2025,bca
ipick gecege,"sebenenya apa sih yg di pelihara, pelihara hewan atau apa? tiap malam minggu pasti pemeliharaan, saya gajian sminggu skali di tf tiap stengah 12-12, mau ngambil ke atm g bisa... kecewa",1,2025,bca
bg put,setelah update makin lemot susah bat mau transaksi. parah parah,2,2025,bca
Adietyan Wibowo,lemot,1,2025,bca
Ibet Ok,aplikasinya eror terus,1,2025,bca
Ip Man,makin tidak stabil,1,2025,bca
Ekoo purnawan,orang mau transaksi MLM Minggu Mlah maintenance.. dongo,1,2025,bca
Dapur Nek Nca,semenjak ad perubahan bukan ny bikin berubah tapi jadi buat ngelag terus... mau qr atau pun tf lama banget proses ny,1,2025,bca
Ardi Shefa,sering Loading alias lola,2,2025,bca
Aditya Nurcahyoo,cacat loading lama sinyal bagus,1,2025,bca
Dandi Hardiansyah,lemot,1,2025,bca
garda terdepan TNI,Jing tambah lemot n ribet.. aplikasi makin tolol,1,2025,bca
Audi Riyan,Lelet aplikasi,1,2025,bca
BAPAK BAJENG,jaringan eror mulu,1,2025,bca
Rizal Saputra,lama lama jelek,1,2025,bca
Setiadi12,BCA ada gangguan apa lagi ini gabisa buat transaksi ?! tolong lah jangan bikin repot !,1,2025,bca
Lenon Beuy,"bapuk, sistimnya eror mulu",1,2025,bca
Fafa Pasya,tolong di update biar lebih mudah dipakai,1,2025,bca
bayu ndenk,"aplikasi bosok ,, ga ada improve, lemot . yg bener aja transaksi ga bisa tapi saldo kepotong terus ini bank beneran apa ga. masa kualitas aja kalah sama SEA bank",1,2025,bca
Blackjack,pulsa terakhir saya udah habis tapi kode otp nya ga masuk trus ribet gausah pake apk ini pake aja my BCA,1,2025,bca
Yuda Bhaktiar,"setelah update malah susah kalo mau buka tf antar bank sending terus,tiba2 sambungan terputus",2,2025,bca
Salsabila afifah,"verifikasi wajahnya susah amat, padahal tempat dah terang dll, tetep aja ga mau payah",1,2025,bca
Sarif Juanrevi Juanrevi,gagal.masuk aplikasi udh di uppdate tolong doank aplikasi gagal mulu masuk data,1,2025,bca
Adi Nugroho,ko makin lama si buat masuk nya habis di update malah lama,1,2025,bca
Dian Mayasari,kenapa sekarang untuk membeli pulsa sulit sekali ya apakah ada pembaruan dari pusat jika memang ada tolong agar kami pengguna setia diberi peringatan bukan seperti ini caranya,1,2025,bca
Ludin Ahmad,saya melakukan pembayaran QRIS 2x. pas ada gangguan. tapi saldo saya tidak dikembalikan padahal transaksi gagal. harusnya dari BCA kalo transaksi gagal tapi saldo kedebit. harusnya otomatis saldo refund ke rekening nasabah,1,2025,bca
Ajeng Dwi Yuliani,"Transfer uang 2x yg 1 terkirim,yang 1 gak terkirim tapi saldonya kepotong 2x , itu saldo entah nyangkut dimana dari tgl 1 Desember 2025 , sampe sekarang 6 Desember 2025 gak balik juga duitnya 🙄 500ribu lumayan dahh ilang tuh, gajelas kemana",1,2025,bca
Sapnah Anna,mau login susah semenjak update . padahal sinyal bagus.. cuma lampu tetap merah,1,2025,bca
Mariam aprilia15,"pindah HP baru bikin m bangking di HP baru, pas minta verifikasi wajah gagal. terus smpe saya ga bisa pake m bangking dan bikin sulit untuk transfer, smpe 30 kali kenapa si BCA bikin nasabah ribet bangetttttt jadi benci sama bank BCA skrg kalo kaya gini bikin males",1,2025,bca
A&G FOOD,"ini BCA knpa ? setelah update aplikasi indikator merah nya suka lama banget dan bahkan sering banget gagal? kok malah makin buruk ya aplikasi nya, orang mau transfer masa iya harus ke atm, terus buat apa ada BCA mobile. ini udah 2 pekan kaya gini masa iya dri BCA gak ada yang tau masalah ini dan kalou udah tau knpa gak sesegara mungkin di benerin .",1,2025,bca
ADE PUTRA,"makin kesini BCA mobile makin gak jelas,,",1,2025,bca
Widi Putra Mahesa,Apa ini ko aplikasi di hp saya not respond mulu setelah update,1,2025,bca
Roni,"setelah update aplilasi tidak bisa digunakan karna ""FORCE CLOSE"" terus. sudah saya coba, bahkan sudah saya uninstall trs instal lagi, dan masih tidak bisa. dan detail video sudah saya dm ke twiter.",1,2025,bca
Muhamad Hardiansyah,habis di updet malah lemot parah gilaa,2,2025,bca
Muhammad kelfin chaniago,bangke setiap beli paketan di mobile mbangking gak pernah masuk pukii,1,2025,bca
Vera Wati,terlalu sering login kembali mau keluar sendiri.,1,2025,bca
Anjas Mara,jadi super lemot parahh setelah update,1,2025,bca
Ade Kurnia,makin kesini makin lemot,1,2025,bca
adham aditya,pindah hp harus verifikasi dan selalu gagal.. buang buang pulsa saja!! begitu sudah masuk gagal masuk setelah memasukan kode akses dengan tulisan error 205..buang waktu buang pulsa. makin ribet saja!!,1,2025,bca
Heru Irawan,sekrang lemot,1,2025,bca
Syawall arif,QR nya eror,2,2025,bca
don don,kinerja bank nya bagus. . . aplilkasi nya lemot kalau buka Qris.... diperbaiki.. yang komplain sdh banyak kok masih bilang gak ada kendala...haduhhhh. mau jadi bank BUMN gak mau terima kritik,2,2025,bca
Wahyu Hidayat,"lemot, mau verifikasi sama ngirim kode ott aja lama banget, bahkan gak ke kirim-kirim juga",1,2025,bca
Bayu Hindrawan,"gede bngt file update nya, 3x update gak bisa"" makan kuota, akhirnya hapus apk penting. udh ke update cuman update font tulisan doank. isinya sama...",1,2025,bca
Aishella 98,hallo admin bca saya mau komplen kemarin saya baru buka rekening BCA kenapa pas saya isi saldo rekening BCA nya malah uang saya hilang 50 ribu dan di mutasinya tidak ada keterangan nya,1,2025,bca
Novianto Saptomo,"QRIS'nya lemot banget, muter2 terus... padahal warna hijau. di ulang2 terus tetap sama. akhirnya pake QRIS BN*",1,2025,bca
Nur Andriansyah,baru kali ini sampe 2 hp 10 sms verifikasi cuma muter doang...parah da ga ada yg berhasil log in app,1,2025,bca
Indra Kenzz,kurang nyaman dengan cara verifikasinya sudah beberapa bulan harus verifikasi lagi. ribet harus pergi ke mesin ATM pula gak nyaman antrinya. stiap uang yang masuk gak ada notifikasinya,1,2025,bca
Muhamad Fahri,dikit dikit update g kasihan apa yang hp nya jelek kacau nih,1,2025,bca
raa,"tolong di perbaiki ya aplikasinya, setelah di update versi terbaru malah jadi lemot dan setiap mau transaksi qris merah dan loading terus. lebih ringan dan gampang aplikasi sebelum di update",1,2025,bca
Anis Rahma,"setelah di update jadi sangat lambat aplikasinya, untuk transaksi juga lama nunggu lampu ijonya padahal data dan jaringan bagus",2,2025,bca
Vanni A.,"kenapa mau transfer antar rekening koq loading terus menerus tp klo utk TF account atau cek mutasi & saldo bisa.. sudah seminggu kaya gini terus.. bikin susah transaksi seperti ini, ada apakah ?",1,2025,bca
NIADIGI CHANNEL,kasih solusinya woi. bukan mohon maaf. emang dengan kau minta maaf bisa menyelesaikan masalah saya.?,1,2025,bca
alamsyah 221,verifikasi sangat lama dan di persulit,1,2025,bca
muhammad lubis,APK BANK TERIBET !!!! mau daftar sebagai pengguna baru aja harus pakai surat domisili/surat keterangan kerja karena berada di luar domisili asli.,1,2025,bca
Rend Eds,Qris nya parah lemot nya..cuma rajin update tapi tetap gak ada perubahan masih tetap lemot!!!,1,2025,bca
Muchammad Rizky Januar Ananda Putra,"DOT tidak hijau2, lama di warna merah dan biru. harus relogin baru bisa.",1,2025,bca
Mad Dani,"gkda angin hujan tiba2 suruh veripikasi ulang, udah sering benget kek gini,, asw. nunda pekerjaan saja, pulsa sampai habissssssssssss",1,2025,bca
Budi Rahayu,"setelah upgrade, jadi tambah lama dan sering error... padahal sinyal lagi bagus.. kenapa bisa begitu?.. ada beberapa teman saya juga sama, jadi sulit transaksi. terutama mau bayar pake QRIS jadi susah... cara bertransaksi makin buruk.!!",1,2025,bca
Bangun hidayah,"tidak bisa update bca Mobile, apa solusinya yaa?",1,2025,bca
Al Al,Perlu perbaikan untuk verifikasi diri /wajah,1,2025,bca
abang bontot,"smenjak buka tabungan dari 2014 ,baru kali ini kena potongan 40 ribu,bahkan di mutasi rekening,setelah ditanya,alasannya dana endapan dan dari sistem,hadeh",1,2025,bca
Muhaamad Paisal,ini ko lama banget yah penerimaan kode otp ya keluarnya ada kaynya nunggu 1jam 30 menit,2,2025,bca
Nur Rohma Dwi Novianti,"sekarang aplikasi terbaru lemot, tolong diperbaiki lagi",1,2025,bca
meisy enchin,update mulu,1,2025,bca
Butter Lose,makin banyak gangguan terutama sinyal. gk work it lagi,1,2025,bca
akashia dharma,"parah ihh, jamnya berputar trus saat gunakan qris. lemot kalipun",1,2025,bca
Yus Niar,"oi apa nya kalian ini masa mau masuk ke m banking malah kalian suruh daftar ulang,emng Gilak aplikasi ini",1,2025,bca
zavi sholeh,bca keyboardnya setelah update menjadi delay,1,2025,bca
Aris Fhiqy,"""sementara transaksi tidak dapat diproses.silahkan ulangi beberapa saat lagi"" maksudx ini apa?kecewa dengan BCA saat ini",1,2025,bca
Ahmad Sholikhin,"ini programmer nya ada masalah apa, tiba tiba bca mobile saya disuruh verifikasi ulang karena sim card tidak sesuai, dan ini berulang-ulang sudah cukup banyak, ini sangat menggangu mobilitas transaksi nasabah, padahal tidak ada perubahan sim card yang saya lakukan",2,2025,bca
NAILA JAYAGROUP,lama2 pngn gwa berhenti pake bca sinyal bagus wifi juga bagus buat trf lampu tiba2 biru lagi trus muncul tulisan sinyal terputus emng bangke ..,1,2025,bca
Joe billy,knp harus menonaktifkan aksesibilitas?,1,2025,bca
Irsya Maulana,ini kenapa BCA blue kena potongan 20k habis itu kena lagi 5k? katanya adminnya 14k,2,2025,bca
Vinza Farabi,"jelek banget , tiba"" harus apdet ga bisa ditunda dulu",2,2025,bca
Yudi Rohman,kenapa ya sesudah update saldo saya berkurang 40rb duhhhh,1,2025,bca
AHMAD ILHAM MUBAROK,setelah update aplikasi versi 4.7.6 malah tidak bisa dibuka,1,2025,bca
Agus Sudrajat,"Begitu buka aplikasi dan masukan username ternyata minta di update di playstore. Tapi begitu di klik OK dan klik update malah muter2 terus, saya pikir jaringannya bermasalah lalu cek koneksi baik wifi atau paket data gak ada masalah, sekarang malah aplikasinya jadi gak bisa dipake, kalo minta update sebaiknya ada pilihan terus update atau ditunda dulu jgn cuma OK tapi kelanjutannya malah jadi muter2 terus....jadi menghambat sekali untuk transaksi.",1,2025,bca
Sri Mardiah,aplikasi nya susah di pake udah daftar tapi nggak bisa di pindahkan ke hp yang baru,1,2025,bca
andika risma,muter terus pas mau update,2,2025,bca
Ary Cisc,"parah banget, di suruh update, giliran mau di update malah ga bisa juga, jaringan data ada ga bisa, pake wifi ga bisa juga, gmn sih?",1,2025,bca
Bramantyo handojo,QR kodenya sekarang sangat sangat lemot,1,2025,bca
Priyo Kanti atmojo,payah banget mw buka qris aja bisa lebih dari 10 menit apalagi jam sibuk bisa gak kebuka sama sekali udah mw buru2 mw bayar lemooooooot pelayanan nasabah secara langsung sangat oke bahkan oke bnaget tapi aplikasi ini sangat payah..,1,2025,bca
Ikah Ikah,ribet banget ni aplikasi apaan coba perivikasi wajah ajah susah nya minta ampun saya Ampe 1 jam verifikasi wajah gagal terus .,1,2025,bca
M Ilham Muqorrobin,GAK USAH BANYAK UPDATE RIBET GANGGU TRANSAKSI GUAAAAAAAAAA,1,2025,bca
Mochammad Aris Saputro,Lemooooottt,1,2025,bca
Cah AE,"minta di update tapi ketika akan transaksi lampu malah merah dan sangat lama menjadi hijau,sedangkan kita perlu transaksi cepat, sebelum di update bagus,setelah di update malah makin parah,perbaiki itu keluhan banyak pelanggan,sinyal bagus paket banyak, apalagi.....",1,2025,bca
Kurnia heningtiyas,masa mesin ATM diwilayah Bekasi maaf buat transaksi susah sekali admin mengapa,2,2025,bca
Gusti Iwan,update terus engga ada perubahan juga tetap sama,1,2025,bca
Echa Acha,byk updatean trs jd ribet g bisa buat transfer,2,2025,bca
Demit Vanjurig,malah jd lemot setelah update...transaksi jd lama terpaksa pindahin saldo ke dompet digital lain biar transaksi lancar,1,2025,bca
Aril Ardiyan,gangguan mulu tolong di perbaiki,1,2025,bca
Dani Awe,"setelah di update malah tambah lemot, contoh dr notif merah ke hijau nya lamaaaaa sekali. pdhl signal bagus, wifi kenceng. tolong di perbaiki lg ya BCA",2,2025,bca
Rahman Na,"ga jelas, gagal vermuk karena tidak mendeksi wajah, kamera infinix gt 10 pro kurang kah harus samsung s24 ultra kah? blum lagi pakai lampu indikator. app banking lain ga perlu indikator",1,2025,bca
HENDRIK HERMANTO,"sekarang agak sulit masuk di aplikasi mobile banking nya. tidak seperti dulu. mai verivikasi muka saja nunggu beberapa saat, transaksi tidak dapat diproses",1,2025,bca
marioo hanggono,"apk macam apa ini, mau verifikasi wajah gagal teruss, developernya gk mau gerak , makin kesni jdi samph nih APK",1,2025,bca
Adiyastoro Suharjo,sering sekali trouble,2,2025,bca
friescha nanda,"lemot banget padahal sinyal full lancar, ditengah payment setelah oke, suka load lama bikin kagok antar kekirim atau engga. Tolong diperbaiki kualitasnya, biar kalo pas dipake payment qris atau tf tidak terlalu lama menunggu",2,2025,bca
iyan ardiansyah,makin lemoot,2,2025,bca
Alfhan Syafriel,akhir akhir ini transaksi scan qris selalu lemot jadi malu sama antrian belakang 😒,1,2025,bca
Johnwick 28,update Tan skrg payah lama merah nya,1,2025,bca
muchlisin jp,min mohon di perbaiki..sekarang sinyal ijo lama sekali...,1,2025,bca
ang gris,"semakin kesini semakin GK tau knp... sering lemot untuk TF/bayar QRIS harus ngulang... harus nya aplikasi bikin CPT malah bikin lambat, belum lagi terkesan makan memory gede bgt, sy sudah korbankan bbrp aplikasi hanya untuk aplikasi BCA mobile, tolong di perbaiki LG jika lebih ringan dan lebih mudah saya ganti bintang 5",2,2025,bca
Miriefd,knp gampang ngelag ya ? notif ga masuk dan makin ngelag pdhl jaringan lancar,1,2025,bca
Bang Pen Flowerhorn,sekarang merah terus.. kenapa bos,2,2025,bca
Aditya,semenjak ganti hp dan download ulang malah lemot terkadang logout sendiri dari aplikasi nya,2,2025,bca
Naura Nafeeza,"apk nya yg ekor atau jaringan internet nya sih, dari tadi nunggu otp ga ada masuk,",1,2025,bca
Ali Gemini,sejak di update lanpu indikator merah menyala padahal koneksi internet stabil dilogout dlu msuk lgi bru bisa hijau lampu indikator ny gitu terus harus logout dlu bru masuk lgi,1,2025,bca
Fajar Supriyanto,akhir akhir ini kenapa aplikasinya sering error. lampu indikatornya gk mau ijok arak di merah atau ijo tolong donggg ganggu banget untuk pembyrn qris atau tf tf 🙏,1,2025,bca
Mencoba Try,"Lampu Indikator BCA mobile sangat ketinggalan jaman di waktu sekarang, tidak seperti BRIMO",1,2025,bca
indra abdurachman,pake dah lama makin ke sini makin kacau jaringan bagus tpi lampu merah trus... semakin parah,1,2025,bca
prasss,"binatang. di suruh regristrasi , gambar sudah jelas dan ngikutin langkah malah gagal 3 kali habis tu di blokir. dasar maling. untung saldo cuma 300 ribu. maling maling",1,2025,bca
Abdul Muhyi Rofii,Makin kesini makin ga karuan m-bangking BCA.!!! jaringan bagus koneksinya merah trus gila.,1,2025,bca
Omwhinoo Tech,"orang menengah kebawah ga boleh / ga bisa akses apk ini. verivikasi wajah ga bisa Pakai hp nangung, kamera harus benar2 jernih. Apk khusus untuk orang kaya.",1,2025,bca
ⵎaLⵙת Jєпаⵇah,Kg enk,1,2025,bca
tia Aisyah,kecewa bangeut ambil duit di atm bca.. duitnya dah jelek dan sobek 3/12/2025,1,2025,bca
Syaiful Anwar,lemot,1,2025,bca
Megha Watanabe haruto,"dari tgl 21 sampe tgl 3 saldo gua kaga kunjung di balikin, belanja pake qris 5 kali transaksi yg berhasil cuma 1 yg ke potong tetep 5 buset.",1,2025,bca
Agust Sachiko,"2 update terakhir kok malah semakin parah. Indikator merah lama sekali berubahnya ke hijau, sudah restart hp padahal. Tiap kali buka aplikasi mau buat pembayaran² jadi ribet, lama, gak enak kalau lagi antre. Asli menyebalkan sekali. Sering bikin malu",1,2025,bca
Yustin Mudayan,sayang g bisa digunakan m bca gbisa dipake q butuh transfer buat isi paketan 😡😡😡 diperbaiki m bca,2,2025,bca
Hari Setiawan,"jelek aplikasi payah BCA,masak tau tau kluar sendiri dan tidak bisa ceklis 2 ,udh di uninstall dn install ulang ttp aja payah",1,2025,bca
Maya Veer,"suka loading kalau dibuka,, gak bisa sat set lampunya selalu merah kalau mau transaksi. mesti tgu brp menit baru lampu berubah hijau",1,2025,bca
Zakaria Caniago,"Peringatan yang selalu mengganggu ""Transaksi dapat dilakukan setelah lampu indikator berwarna hijau""",1,2025,bca
cristian david,"bukti quirs tidak ada tetapi saldo terpotong dan mutasai nya berasil ,apa bukti quris nya di korupsi,dan pihak penerima tidak ada saldo yg di terima sepeser pun",1,2025,bca
Hakal Kuasi,aneh awal bulan udh kepotong 40rb,1,2025,bca
Ilham Akmal,sering gangguan,1,2025,bca
Queen Daizhar,"Sama aja susah lah, mending di save manual udahlah",1,2025,bca
MR. DaseV,pas udh update lampu hijau lama . dan agak lem ot .,1,2025,bca
kota mati,"Sangat ribet... lama gak di buka,malah di suruh aktifkan di Atm Bca...parah.. gak mutu aplikasi ini..",1,2025,bca
hagni wj,"trf antar bca eror mulu, heran",1,2025,bca
santos fransaska,"lemot parah sudah berminggu2,padahal jaringan lancar bgt padahal masa transaksi harus pake kartu lagi?? tolong dong di perbaiki",1,2025,bca
Henu Mahesa,lemottttt gabisa sat set di update tambah parah !!!,2,2025,bca
Sabrang Soekarta,"sering ngeblank, adminnya mahal",2,2025,bca
Rifqi Septiar,suka eror ga jelas,1,2025,bca
Rudi Munandar,"login lama, sinyal merah teruss bikin repot aja bukan memudahkan",1,2025,bca
Cipta Fauzi Subarkah,mau bikin rekening aja susahnya error dari pelayanannya,1,2025,bca
Aliya Kartina,makin ke sini makin jaringan nya slalu biru lemot banget harus di pebaikin lagi biar transaksi nya ga lemot,2,2025,bca
Manalu Maringan,kenapa Gak bisa dibantu perbaiki pasword lewat panggilan tlpon.kalau ke bank terlalu ribet dan makan waktu,2,2025,bca
Sugan Bawahoki,"woy BCA gmna sih kode otp GK d kirim2 gimana mau bisa d gunain, stres BCA udh BRP kali klik minta kode otp GK d kirim2. sumpah taikkk banget ini bca",2,2025,bca
Rajiman Rey,lama ya laporan uang ke pengirim tidak sampai ke saldo tidak balik lagi. peroses lama. uang lari nya kemana ya. apakah masih aman menggunakan BCA. ? kalo masih aman ko proses lama ya.,1,2025,bca
Niken diah Febiani,"bca skarang pelayanan nya koq jelek banget ya ngga kaya dulu,.dulu pelayanan nya cukup 1 org dan cepet selesai nya,tapi sekarang buka rekening aja harus di lempar sana sini,harus di tangani 4 org,itu yg menjadi lama banget selesai nya,masuk jam 08:15 ,selesai jam 10:15,.satpam dulu sama yg skrg jauh lebih ramah yg dulu,.satpam bca dulu terkenal ramah dalam menyambut dan membantu nasabah tp skrg keliatan kaku banget..ini sy alami di bca kcb Cikande,yg di ruko kawasan industri ckd..",2,2025,bca
